City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_Category
Paris,2023-10-29,93.98,135.26,65.73,35.35,4.09,138.5,22.17,86.4,11.93,Moderate
Paris,2023-10-30,84.91,130.78,54.64,27.76,4.35,139.89,14.92,87.0,11.96,Moderate
Paris,2023-10-31,75.84,126.31,43.54,20.18,4.61,141.28,7.66,87.61,12.0,Moderate
Paris,2023-11-01,66.77,121.84,32.45,12.6,4.87,142.68,0.41,88.21,12.04,Moderate
Paris,2023-11-02,145.86,120.16,9.34,39.23,5.69,23.91,5.12,91.26,7.03,Unhealthy
Paris,2023-11-03,63.18,80.88,50.48,37.68,3.58,172.9,11.26,70.45,11.99,Good
Paris,2023-11-04,146.89,95.08,75.7,19.58,3.37,169.68,6.25,59.46,9.74,Unhealthy
Paris,2023-11-05,98.64,148.82,99.28,1.77,8.46,38.95,23.18,77.95,10.65,Moderate
Paris,2023-11-06,68.76,112.45,52.73,27.14,5.16,148.25,17.15,61.88,10.64,Moderate
Paris,2023-11-07,78.45,81.83,42.78,18.56,6.34,122.29,22.88,70.96,11.29,Moderate
Paris,2023-11-08,88.13,51.22,32.83,9.99,7.53,96.34,28.62,80.04,11.95,Moderate
Paris,2023-11-09,97.81,20.61,22.88,1.41,8.71,70.38,34.35,89.12,12.6,Moderate
Paris,2023-11-10,98.85,107.48,36.83,16.55,7.53,123.99,15.78,81.27,10.87,Moderate
Paris,2023-11-11,99.88,194.35,50.78,31.69,6.35,177.6,-2.78,73.42,9.14,Unhealthy
Paris,2023-11-12,104.17,152.72,45.62,28.13,5.14,151.19,-2.33,65.23,7.9,Unhealthy
Paris,2023-11-13,108.45,111.09,40.46,24.57,3.94,124.77,-1.88,57.04,6.66,Unhealthy
Paris,2023-11-14,109.95,104.09,45.05,25.01,4.29,109.98,4.74,45.75,7.65,Unhealthy
Paris,2023-11-15,111.46,97.08,49.64,25.45,4.64,95.18,11.36,34.46,8.64,Unhealthy
Paris,2023-11-16,106.07,99.22,47.27,23.14,5.0,90.6,10.25,45.21,10.34,Unhealthy
Paris,2023-11-17,100.69,101.35,44.89,20.82,5.35,86.02,9.14,55.96,12.04,Unhealthy
Paris,2023-11-18,95.3,103.49,42.52,18.5,5.7,81.43,8.02,66.71,13.74,Moderate
Paris,2023-11-19,89.92,105.62,40.15,16.18,6.06,76.85,6.91,77.46,15.43,Moderate
Paris,2023-11-20,103.06,74.61,63.51,40.06,5.42,51.84,24.1,18.17,10.73,Unhealthy
Paris,2023-11-21,63.46,89.98,48.87,14.56,3.76,66.65,7.41,41.22,11.2,Good
Paris,2023-11-22,65.28,105.26,59.38,28.52,4.12,123.69,15.04,34.0,7.18,Good
Paris,2023-11-23,56.75,86.57,33.46,25.59,4.02,86.2,26.25,45.66,10.12,Good
Paris,2023-11-24,48.22,67.88,7.54,22.66,3.92,48.72,37.46,57.31,13.06,Good
Paris,2023-11-25,74.27,22.48,28.34,5.19,4.51,85.87,25.05,12.73,18.83,Moderate
Paris,2023-11-26,68.26,109.21,71.31,31.68,5.24,185.91,-1.95,51.87,14.08,Moderate
Paris,2023-11-27,122.7,183.13,77.56,17.35,8.62,193.41,32.4,61.13,4.71,Unhealthy
Paris,2023-11-28,116.53,148.65,70.54,20.0,7.64,160.46,29.55,62.11,7.14,Unhealthy
Paris,2023-11-29,110.36,114.17,63.52,22.64,6.67,127.52,26.7,63.09,9.57,Unhealthy
Paris,2023-11-30,104.2,79.69,56.5,25.29,5.69,94.57,23.86,64.07,12.01,Unhealthy
Paris,2023-12-01,98.03,45.2,49.48,27.94,4.72,61.62,21.01,65.06,14.44,Moderate
Paris,2023-12-02,103.57,51.69,69.6,32.28,4.01,76.88,8.71,53.14,12.28,Unhealthy
Paris,2023-12-03,109.11,58.17,89.72,36.62,3.3,92.12,-3.58,41.23,10.12,Unhealthy
Paris,2023-12-04,37.25,86.18,29.29,6.17,5.54,162.18,3.52,49.88,16.0,Good
Paris,2023-12-05,90.52,75.24,69.32,24.23,5.06,38.26,15.2,57.96,13.93,Moderate
Paris,2023-12-06,91.77,168.32,32.45,7.0,2.07,188.87,22.73,38.96,3.14,Moderate
Paris,2023-12-07,74.37,115.88,74.01,25.99,6.25,82.63,15.28,59.96,9.12,Moderate
Paris,2023-12-08,55.41,58.68,85.14,14.17,2.26,185.01,28.48,55.79,0.83,Good
Paris,2023-12-09,80.46,138.47,30.85,16.26,2.49,97.47,5.81,84.29,11.53,Moderate
Paris,2023-12-10,45.9,125.89,34.92,22.54,4.51,95.12,10.07,73.36,9.42,Good
Paris,2023-12-11,11.34,113.31,38.99,28.83,6.52,92.77,14.34,62.43,7.3,Good
Paris,2023-12-12,18.38,40.01,50.31,12.24,5.25,42.25,34.13,28.65,19.28,Good
Paris,2023-12-13,109.87,86.74,34.02,21.39,3.16,118.84,11.76,49.52,8.42,Unhealthy
Paris,2023-12-14,82.87,136.01,66.6,26.56,2.43,97.25,33.89,15.66,7.63,Moderate
Paris,2023-12-15,93.17,70.35,85.46,22.2,5.34,115.04,16.08,80.29,7.14,Moderate
Paris,2023-12-16,49.32,74.94,79.1,11.8,6.13,142.73,28.76,39.6,9.61,Good
Paris,2023-12-17,54.39,138.59,74.8,38.91,0.78,123.5,34.66,63.53,2.38,Good
Paris,2023-12-18,93.47,136.12,50.04,24.23,4.04,80.83,9.6,43.81,10.72,Moderate
Paris,2023-12-19,18.14,120.98,35.62,31.36,0.98,95.98,21.83,45.18,11.69,Good
Paris,2023-12-20,51.14,138.41,41.21,22.39,1.22,105.79,11.86,57.28,11.19,Good
Paris,2023-12-21,84.13,155.84,46.8,13.41,1.47,115.6,1.89,69.37,10.68,Moderate
Paris,2023-12-22,117.12,173.27,52.39,4.43,1.71,125.42,-8.09,81.46,10.18,Unhealthy
Paris,2023-12-23,101.96,187.7,9.41,31.57,7.26,177.14,23.37,38.55,3.06,Unhealthy
Paris,2023-12-24,92.72,41.04,24.62,16.67,6.9,93.06,13.82,45.76,12.03,Moderate
Paris,2023-12-25,105.61,60.85,40.68,19.78,5.32,103.13,10.59,37.18,11.97,Unhealthy
Paris,2023-12-26,118.5,80.66,56.73,22.89,3.74,113.2,7.35,28.6,11.92,Unhealthy
Paris,2023-12-27,131.39,100.46,72.79,26.0,2.16,123.27,4.12,20.01,11.86,Unhealthy
Paris,2023-12-28,116.02,103.51,39.49,17.49,8.4,148.7,10.17,51.35,14.7,Unhealthy
Rio de Janeiro,2023-01-01,31.34,97.76,49.43,26.37,6.51,160.3,15.0,45.41,2.12,Good
Rio de Janeiro,2023-01-02,87.74,152.86,6.42,46.4,8.3,37.71,7.21,64.05,5.08,Moderate
Rio de Janeiro,2023-01-03,82.8,88.05,39.07,24.1,5.64,105.55,13.35,40.98,8.17,Moderate
Rio de Janeiro,2023-01-04,88.02,107.83,38.48,40.75,2.32,121.19,11.95,45.96,13.34,Moderate
Rio de Janeiro,2023-01-05,105.54,124.6,56.52,32.21,3.52,131.95,13.12,65.35,14.9,Unhealthy
Rio de Janeiro,2023-01-06,123.06,141.38,74.54,23.67,4.72,142.72,14.29,84.74,16.46,Unhealthy
Rio de Janeiro,2023-01-07,10.57,87.83,56.9,22.91,2.18,125.76,1.48,67.15,12.28,Good
Rio de Janeiro,2023-01-08,64.9,101.23,59.45,20.96,3.69,95.38,13.59,66.8,10.58,Good
Rio de Janeiro,2023-01-09,119.24,114.62,61.99,19.01,5.21,65.01,25.7,66.46,8.88,Unhealthy
Rio de Janeiro,2023-01-10,64.63,47.62,43.04,4.23,5.57,141.58,21.46,46.86,14.14,Good
Rio de Janeiro,2023-01-11,149.14,105.14,71.81,1.55,7.69,18.28,1.49,11.1,16.23,Very Unhealthy
Rio de Janeiro,2023-01-12,106.29,102.78,18.34,21.61,8.12,117.06,19.63,56.4,14.62,Unhealthy
Rio de Janeiro,2023-01-13,50.06,65.97,85.47,48.67,0.64,103.81,27.24,72.86,14.84,Good
Rio de Janeiro,2023-01-14,93.52,71.45,80.82,45.37,2.62,115.05,27.0,82.49,9.19,Moderate
Rio de Janeiro,2023-01-15,136.97,76.93,76.17,42.07,4.61,126.29,26.76,92.12,3.54,Unhealthy
Rio de Janeiro,2023-01-16,109.35,87.14,54.36,29.62,5.47,99.37,11.75,71.14,4.43,Unhealthy
Rio de Janeiro,2023-01-17,81.72,97.34,32.54,17.16,6.33,72.45,-3.25,50.17,5.32,Moderate
Rio de Janeiro,2023-01-18,136.26,179.46,90.66,2.91,8.01,119.83,31.65,97.2,18.17,Unhealthy
Rio de Janeiro,2023-01-19,76.75,166.08,70.43,18.61,4.66,141.13,24.7,70.26,13.83,Moderate
Rio de Janeiro,2023-01-20,17.24,152.7,50.2,34.31,1.32,162.43,17.74,43.33,9.49,Good
Rio de Janeiro,2023-01-21,49.59,144.76,50.67,24.64,1.16,129.44,16.63,49.7,12.27,Good
Rio de Janeiro,2023-01-22,81.95,136.82,51.15,14.98,0.99,96.44,15.52,56.08,15.04,Moderate
Rio de Janeiro,2023-01-23,114.3,128.88,51.62,5.31,0.83,63.45,14.41,62.45,17.82,Unhealthy
Rio de Janeiro,2023-01-24,136.78,80.31,7.62,10.18,2.01,69.42,37.0,39.59,4.25,Unhealthy
Rio de Janeiro,2023-01-25,91.95,125.03,41.8,23.46,3.08,70.21,19.21,65.58,11.31,Moderate
Rio de Janeiro,2023-01-26,83.71,89.52,28.57,25.2,1.0,177.86,26.35,33.07,13.06,Moderate
Rio de Janeiro,2023-01-27,137.61,184.88,54.2,29.17,6.47,131.21,8.21,45.24,12.14,Unhealthy
Rio de Janeiro,2023-01-28,124.57,155.15,48.51,25.28,5.6,131.96,6.45,45.84,11.69,Unhealthy
Rio de Janeiro,2023-01-29,111.54,125.42,42.82,21.4,4.73,132.71,4.68,46.44,11.24,Unhealthy
Rio de Janeiro,2023-01-30,98.5,95.7,37.13,17.51,3.85,133.46,2.92,47.04,10.78,Moderate
Rio de Janeiro,2023-01-31,85.47,65.97,31.44,13.63,2.98,134.21,1.15,47.64,10.32,Moderate
Rio de Janeiro,2023-02-01,72.43,36.24,25.75,9.74,2.11,134.96,-0.61,48.24,9.87,Moderate
Rio de Janeiro,2023-02-02,123.51,165.12,57.54,27.2,4.51,147.79,-0.95,83.75,4.92,Unhealthy
Rio de Janeiro,2023-02-03,21.17,170.92,90.37,28.51,7.08,23.05,39.61,90.48,12.08,Good
Rio de Janeiro,2023-02-04,80.45,101.08,40.55,30.81,3.82,175.62,25.03,29.34,10.11,Moderate
Rio de Janeiro,2023-02-05,102.7,92.96,44.72,23.47,4.58,52.0,7.31,61.54,13.82,Unhealthy
Rio de Janeiro,2023-02-06,51.42,129.25,93.81,41.82,3.18,186.99,28.66,82.66,19.42,Good
Rio de Janeiro,2023-02-07,73.1,135.08,59.36,28.6,1.95,107.18,31.18,62.31,10.84,Moderate
Rio de Janeiro,2023-02-08,83.67,128.17,37.27,29.08,2.92,100.59,13.86,55.5,12.25,Moderate
Rio de Janeiro,2023-02-09,90.5,136.26,42.67,28.08,3.14,110.72,11.58,55.51,10.84,Moderate
Rio de Janeiro,2023-02-10,97.34,144.35,48.07,27.08,3.37,120.84,9.3,55.53,9.43,Moderate
Rio de Janeiro,2023-02-11,104.17,152.44,53.47,26.09,3.59,130.97,7.02,55.55,8.02,Unhealthy
Rio de Janeiro,2023-02-12,111.0,160.53,58.86,25.09,3.81,141.1,4.74,55.56,6.61,Unhealthy
Rio de Janeiro,2023-02-13,59.06,66.59,57.02,27.3,2.61,100.18,8.85,19.26,5.99,Good
Rio de Janeiro,2023-02-14,112.77,119.93,98.23,9.83,7.07,143.62,-3.55,22.0,13.73,Unhealthy
Rio de Janeiro,2023-02-15,99.04,40.65,43.84,36.13,4.09,165.47,6.06,91.74,1.58,Unhealthy
Rio de Janeiro,2023-02-16,92.68,122.84,91.02,34.44,7.68,129.48,14.9,35.8,17.43,Moderate
Rio de Janeiro,2023-02-17,117.15,49.53,80.47,4.56,1.53,199.49,13.51,62.39,1.23,Unhealthy
Rio de Janeiro,2023-02-18,12.9,180.74,9.93,43.63,9.85,46.32,34.64,87.49,18.18,Good
Rio de Janeiro,2023-02-19,86.97,162.7,61.03,30.04,4.75,110.65,10.79,45.98,13.81,Moderate
Rio de Janeiro,2023-02-20,68.64,109.75,6.0,41.66,6.62,43.42,21.78,31.78,16.4,Moderate
Rio de Janeiro,2023-02-21,113.15,86.75,7.93,49.43,3.85,12.17,5.76,56.59,5.99,Unhealthy
Rio de Janeiro,2023-02-22,91.76,143.92,50.24,17.1,3.08,185.82,37.2,35.47,2.95,Moderate
Rio de Janeiro,2023-02-23,66.54,127.3,55.1,32.56,2.14,124.08,29.82,35.3,9.62,Moderate
Rio de Janeiro,2023-02-24,41.32,110.69,59.95,48.02,1.2,62.35,22.44,35.14,16.29,Good
Rio de Janeiro,2023-02-25,95.05,104.86,52.21,35.35,6.67,168.21,11.69,57.71,10.0,Moderate
Rio de Janeiro,2023-02-26,62.85,92.44,58.2,25.32,6.22,136.26,9.6,42.09,11.1,Good
Rio de Janeiro,2023-02-27,30.65,80.02,64.19,15.3,5.77,104.3,7.51,26.47,12.21,Good
Rio de Janeiro,2023-02-28,57.5,33.91,77.75,18.05,0.15,22.58,21.93,18.56,3.18,Good
Rio de Janeiro,2023-03-01,118.36,76.42,66.88,22.06,4.55,24.2,27.71,36.87,17.39,Unhealthy
Rio de Janeiro,2023-03-02,130.16,187.61,73.79,17.81,2.55,49.69,31.66,62.21,19.04,Unhealthy
Rio de Janeiro,2023-03-03,37.34,89.63,18.06,25.86,3.75,67.66,14.57,25.26,9.74,Good
Rio de Janeiro,2023-03-04,93.9,192.59,82.18,40.64,0.29,108.11,27.92,51.12,17.28,Moderate
Rio de Janeiro,2023-03-05,69.02,187.5,70.81,43.43,3.28,115.17,29.15,48.38,16.97,Moderate
Rio de Janeiro,2023-03-06,44.13,182.42,59.43,46.21,6.27,122.23,30.38,45.63,16.67,Good
Rio de Janeiro,2023-03-07,19.25,177.33,48.06,49.0,9.26,129.29,31.61,42.89,16.36,Good
Rio de Janeiro,2023-03-08,119.17,117.2,56.33,21.55,5.38,119.86,14.0,81.63,7.27,Unhealthy
Rio de Janeiro,2023-03-09,81.63,146.75,49.47,17.83,7.08,70.87,12.12,31.79,7.18,Moderate
Rio de Janeiro,2023-03-10,61.32,115.5,61.24,19.81,5.26,99.61,16.25,41.71,9.57,Good
Rio de Janeiro,2023-03-11,41.01,84.26,73.0,21.79,3.44,128.35,20.38,51.63,11.97,Good
Rio de Janeiro,2023-03-12,79.8,60.11,65.81,22.71,2.88,102.33,3.53,60.42,12.24,Moderate
Rio de Janeiro,2023-03-13,97.93,93.45,90.09,11.59,1.0,77.91,37.54,25.29,11.95,Moderate
Rio de Janeiro,2023-03-14,88.86,106.48,61.35,16.81,3.57,91.73,30.68,46.51,12.26,Moderate
Rio de Janeiro,2023-03-15,79.79,119.52,32.62,22.04,6.14,105.56,23.82,67.72,12.56,Moderate
Rio de Janeiro,2023-03-16,70.75,108.81,35.6,26.54,5.15,103.91,23.96,63.11,13.2,Moderate
Rio de Janeiro,2023-03-17,61.71,98.11,38.58,31.04,4.16,102.26,24.1,58.49,13.83,Good
Rio de Janeiro,2023-03-18,52.09,109.98,44.06,24.44,4.8,115.51,22.92,52.6,12.17,Good
Rio de Janeiro,2023-03-19,42.47,121.84,49.54,17.84,5.44,128.77,21.74,46.71,10.5,Good
Rio de Janeiro,2023-03-20,109.88,98.98,50.55,33.33,6.23,118.08,25.51,77.92,16.04,Unhealthy
Rio de Janeiro,2023-03-21,22.63,41.64,26.0,18.92,3.74,152.35,26.8,61.14,10.74,Good
Rio de Janeiro,2023-03-22,61.51,27.65,20.92,17.03,5.15,89.77,1.08,83.15,14.97,Good
Rio de Janeiro,2023-03-23,27.94,94.42,47.48,20.85,6.22,168.22,0.86,47.42,8.99,Good
Rio de Janeiro,2023-03-24,59.4,102.8,53.02,23.1,6.8,142.47,4.88,72.08,12.96,Good
Rio de Janeiro,2023-03-25,90.85,111.18,58.54,25.34,7.38,116.72,8.9,96.74,16.92,Moderate
Rio de Janeiro,2023-03-26,81.94,119.72,36.14,26.08,4.46,132.53,20.57,40.21,11.48,Moderate
Rio de Janeiro,2023-03-27,88.88,57.26,29.74,25.86,3.49,29.06,22.85,52.89,10.27,Moderate
Rio de Janeiro,2023-03-28,32.26,42.88,24.0,33.17,6.28,48.39,11.2,71.46,13.98,Good
Rio de Janeiro,2023-03-29,44.94,53.13,19.98,34.96,6.44,63.38,12.96,67.49,12.78,Good
Rio de Janeiro,2023-03-30,57.61,63.38,15.95,36.75,6.59,78.36,14.71,63.52,11.58,Good
Rio de Janeiro,2023-03-31,70.29,73.63,11.92,38.54,6.75,93.34,16.47,59.55,10.38,Moderate
Rio de Janeiro,2023-04-01,82.97,83.88,7.9,40.34,6.9,108.33,18.22,55.58,9.18,Moderate
Rio de Janeiro,2023-04-02,31.57,184.76,31.4,36.15,9.4,85.05,13.47,46.25,3.82,Good
Rio de Janeiro,2023-04-03,82.41,187.07,59.32,26.14,5.21,114.69,15.17,57.72,10.31,Moderate
Rio de Janeiro,2023-04-04,84.59,41.29,96.59,46.31,9.14,105.35,37.41,26.21,18.6,Moderate
Rio de Janeiro,2023-04-05,90.46,94.87,19.75,14.52,2.94,150.48,14.24,64.43,11.4,Moderate
Rio de Janeiro,2023-04-06,74.9,70.42,52.71,46.1,6.2,31.24,16.05,40.04,5.32,Moderate
Rio de Janeiro,2023-04-07,93.9,107.49,47.64,23.08,6.39,49.02,9.78,71.81,7.76,Moderate
Rio de Janeiro,2023-04-08,63.23,120.1,27.7,20.82,3.37,76.75,9.04,75.04,12.22,Good
Rio de Janeiro,2023-04-09,64.0,196.53,65.88,34.33,6.4,141.94,17.38,36.21,2.3,Good
Rio de Janeiro,2023-04-10,67.85,163.01,64.13,45.32,7.46,60.24,35.04,31.86,5.4,Moderate
Rio de Janeiro,2023-04-11,74.94,146.05,61.91,37.36,7.44,88.83,23.54,38.42,8.82,Moderate
Rio de Janeiro,2023-04-12,82.02,129.1,59.68,29.39,7.42,117.41,12.05,44.98,12.23,Moderate
Rio de Janeiro,2023-04-13,89.11,112.14,57.46,21.43,7.4,146.0,0.55,51.54,15.65,Moderate
Rio de Janeiro,2023-04-14,81.17,74.48,82.95,18.22,5.61,28.71,9.21,85.66,17.9,Moderate
Rio de Janeiro,2023-04-15,60.7,101.56,64.42,34.75,0.61,154.0,20.97,40.44,0.51,Good
Rio de Janeiro,2023-04-16,79.47,100.71,51.56,17.67,3.87,124.62,14.7,72.35,9.12,Moderate
Rio de Janeiro,2023-04-17,90.74,114.21,82.25,27.63,4.96,116.87,15.02,70.44,10.62,Moderate
Rio de Janeiro,2023-04-18,78.55,116.74,81.46,24.05,5.6,59.2,-1.02,52.66,3.63,Moderate
Rio de Janeiro,2023-04-19,82.85,178.98,85.26,20.29,0.67,49.29,36.98,42.12,7.38,Moderate
Rio de Janeiro,2023-04-20,26.27,128.89,30.91,10.41,5.53,52.0,13.33,44.3,11.48,Good
Rio de Janeiro,2023-04-21,54.31,109.8,60.03,15.57,3.72,124.4,4.3,28.68,12.13,Good
Rio de Janeiro,2023-04-22,82.35,90.7,89.15,20.74,1.91,196.81,-4.73,13.06,12.78,Moderate
Rio de Janeiro,2023-04-23,94.54,131.65,59.84,15.1,4.72,190.98,3.64,11.89,12.79,Moderate
Rio de Janeiro,2023-04-24,106.73,172.6,30.54,9.45,7.52,185.14,12.0,10.71,12.8,Unhealthy
Rio de Janeiro,2023-04-25,143.47,161.12,17.2,42.12,8.54,15.49,-7.93,39.26,7.84,Unhealthy
Rio de Janeiro,2023-04-26,17.13,139.82,73.14,15.31,1.09,140.73,2.07,29.88,1.85,Good
Rio de Janeiro,2023-04-27,62.18,117.24,17.8,40.6,5.0,98.68,-8.5,59.7,14.37,Good
Rio de Janeiro,2023-04-28,61.78,114.09,32.01,34.58,4.29,97.8,-1.01,56.51,12.45,Good
Rio de Janeiro,2023-04-29,61.37,110.94,46.22,28.56,3.58,96.92,6.48,53.33,10.53,Good
Rio de Janeiro,2023-04-30,60.96,107.78,60.43,22.54,2.87,96.04,13.96,50.15,8.61,Good
Rio de Janeiro,2023-05-01,60.55,104.63,74.64,16.52,2.16,95.16,21.45,46.97,6.69,Good
Rio de Janeiro,2023-05-02,125.48,58.54,89.22,18.26,0.51,137.14,13.25,70.54,5.16,Unhealthy
Rio de Janeiro,2023-05-03,121.76,57.87,72.06,31.52,4.61,153.12,36.17,13.32,10.05,Unhealthy
Rio de Janeiro,2023-05-04,80.54,85.68,85.17,19.24,5.26,142.58,35.67,56.61,12.64,Moderate
Rio de Janeiro,2023-05-05,39.33,113.5,98.28,6.96,5.9,132.05,35.18,99.9,15.23,Good
Rio de Janeiro,2023-05-06,75.95,141.2,76.26,23.18,6.5,143.44,23.8,58.35,12.54,Moderate
Rio de Janeiro,2023-05-07,133.92,33.48,16.2,36.7,1.74,187.62,-5.69,61.72,7.97,Unhealthy
Rio de Janeiro,2023-05-08,132.37,49.26,53.22,40.14,7.0,81.1,28.82,20.38,5.74,Unhealthy
Rio de Janeiro,2023-05-09,30.12,112.16,55.12,15.16,4.44,28.62,28.28,62.13,6.64,Good
Rio de Janeiro,2023-05-10,9.5,107.5,58.48,4.53,1.54,155.19,35.12,74.38,1.52,Good
Rio de Janeiro,2023-05-11,53.89,111.69,47.95,10.51,4.28,112.42,24.46,69.17,8.25,Good
Rio de Janeiro,2023-05-12,98.28,115.88,37.43,16.49,7.02,69.66,13.8,63.97,14.97,Moderate
Rio de Janeiro,2023-05-13,55.2,89.01,28.4,18.8,7.0,98.49,15.12,59.06,13.43,Good
Rio de Janeiro,2023-05-14,12.12,62.14,19.37,21.12,6.98,127.32,16.44,54.15,11.9,Good
Rio de Janeiro,2023-05-15,64.12,103.24,45.1,28.59,5.17,117.15,15.2,81.34,8.33,Good
Rio de Janeiro,2023-05-16,95.74,59.33,61.11,9.84,8.79,79.99,3.72,68.06,3.32,Moderate
Rio de Janeiro,2023-05-17,95.53,99.55,52.33,19.08,7.83,164.89,4.79,72.03,10.13,Moderate
Rio de Janeiro,2023-05-18,143.17,67.59,34.91,17.05,1.49,158.04,-3.04,98.52,15.61,Unhealthy
Rio de Janeiro,2023-05-19,131.8,77.17,27.47,14.69,1.88,123.09,-3.76,83.01,11.53,Unhealthy
Rio de Janeiro,2023-05-20,120.44,86.76,20.04,12.33,2.26,88.14,-4.47,67.49,7.46,Unhealthy
Rio de Janeiro,2023-05-21,109.07,96.34,12.6,9.97,2.65,53.19,-5.19,51.98,3.38,Unhealthy
Rio de Janeiro,2023-05-22,81.49,131.98,40.92,14.45,4.68,85.95,5.6,62.09,4.02,Moderate
Rio de Janeiro,2023-05-23,53.91,167.61,69.24,18.93,6.7,118.71,16.4,72.21,4.66,Good
Rio de Janeiro,2023-05-24,21.04,71.34,78.42,4.72,2.54,13.91,7.97,49.31,17.75,Good
Rio de Janeiro,2023-05-25,67.59,95.77,25.9,12.76,5.47,146.04,11.1,66.9,9.02,Moderate
Rio de Janeiro,2023-05-26,65.49,88.14,50.4,21.49,3.55,118.69,18.2,45.29,9.07,Good
Rio de Janeiro,2023-05-27,63.4,80.51,74.9,30.22,1.63,91.35,25.3,23.68,9.12,Good
Rio de Janeiro,2023-05-28,59.46,87.82,71.46,29.75,2.24,98.93,21.91,27.85,8.53,Good
Rio de Janeiro,2023-05-29,55.52,95.13,68.03,29.29,2.84,106.5,18.51,32.02,7.94,Good
Rio de Janeiro,2023-05-30,51.59,102.44,64.59,28.82,3.45,114.08,15.11,36.19,7.34,Good
Rio de Janeiro,2023-05-31,47.65,109.75,61.16,28.36,4.06,121.65,11.72,40.36,6.75,Good
Rio de Janeiro,2023-06-01,43.71,117.06,57.72,27.89,4.67,129.23,8.32,44.53,6.16,Good
Rio de Janeiro,2023-06-02,15.58,176.42,52.3,13.05,2.2,86.81,39.81,70.83,3.02,Good
Rio de Janeiro,2023-06-03,14.68,112.0,85.9,32.46,2.7,104.94,18.42,61.26,13.42,Good
Rio de Janeiro,2023-06-04,65.03,79.84,61.94,28.22,8.06,175.47,5.65,75.75,8.36,Good
Rio de Janeiro,2023-06-05,97.28,114.67,54.95,16.08,3.4,147.29,23.66,38.21,6.61,Moderate
Rio de Janeiro,2023-06-06,90.1,143.06,66.29,9.18,9.16,93.13,7.86,43.89,18.27,Moderate
Rio de Janeiro,2023-06-07,78.94,43.96,24.4,43.7,5.1,119.1,1.12,41.04,14.08,Moderate
Rio de Janeiro,2023-06-08,79.18,114.61,70.06,24.18,5.52,96.15,16.14,68.03,13.52,Moderate
Rio de Janeiro,2023-06-09,112.77,114.96,81.86,26.9,7.68,131.55,19.45,60.4,15.22,Unhealthy
Rio de Janeiro,2023-06-10,146.36,115.31,93.66,29.62,9.84,166.94,22.76,52.78,16.92,Unhealthy
Rio de Janeiro,2023-06-11,95.38,104.51,66.19,26.84,5.75,90.91,9.58,66.0,16.41,Moderate
Rio de Janeiro,2023-06-12,99.27,84.62,57.22,25.6,4.54,94.48,8.16,67.04,12.3,Unhealthy
Rio de Janeiro,2023-06-13,103.15,64.73,48.24,24.35,3.34,98.06,6.75,68.07,8.19,Unhealthy
Rio de Janeiro,2023-06-14,107.04,44.84,39.26,23.11,2.14,101.63,5.33,69.11,4.08,Unhealthy
Rio de Janeiro,2023-06-15,108.62,128.25,88.16,33.89,2.56,80.31,7.48,78.45,18.28,Unhealthy
Rio de Janeiro,2023-06-16,60.0,102.3,51.3,23.07,5.2,100.79,21.88,68.58,10.7,Good
Rio de Janeiro,2023-06-17,76.66,112.63,45.82,20.53,6.31,100.86,24.4,63.97,12.6,Moderate
Rio de Janeiro,2023-06-18,93.33,122.97,40.35,17.98,7.42,100.93,26.93,59.37,14.5,Moderate
Rio de Janeiro,2023-06-19,110.0,133.31,34.88,15.44,8.53,101.0,29.45,54.76,16.4,Unhealthy
Rio de Janeiro,2023-06-20,126.67,143.65,29.4,12.9,9.64,101.07,31.98,50.16,18.3,Unhealthy
Rio de Janeiro,2023-06-21,40.61,74.32,68.77,33.09,5.43,75.12,15.72,42.02,5.41,Good
Rio de Janeiro,2023-06-22,42.21,128.47,64.85,25.17,5.01,88.08,8.75,38.7,12.4,Good
Rio de Janeiro,2023-06-23,86.33,122.74,53.43,29.63,3.06,98.16,-3.99,56.3,15.62,Moderate
Rio de Janeiro,2023-06-24,75.5,118.0,34.94,14.2,8.26,127.47,4.07,31.86,10.66,Moderate
Rio de Janeiro,2023-06-25,57.56,16.92,7.02,49.84,0.48,160.73,37.91,18.11,7.66,Good
Rio de Janeiro,2023-06-26,56.34,63.22,16.64,34.27,1.88,142.19,28.55,36.54,9.31,Good
Rio de Janeiro,2023-06-27,55.11,109.53,26.26,18.7,3.28,123.65,19.2,54.97,10.96,Good
Rio de Janeiro,2023-06-28,79.76,53.93,49.41,7.52,7.16,85.64,33.71,60.64,2.72,Moderate
Rio de Janeiro,2023-06-29,73.43,54.05,48.39,9.89,6.6,83.57,29.81,55.92,3.8,Moderate
Rio de Janeiro,2023-06-30,67.11,54.18,47.37,12.26,6.04,81.5,25.91,51.19,4.89,Moderate
Rio de Janeiro,2023-07-01,60.78,54.3,46.35,14.63,5.48,79.42,22.02,46.46,5.97,Good
Rio de Janeiro,2023-07-02,54.46,54.42,45.33,17.0,4.92,77.35,18.12,41.74,7.06,Good
Rio de Janeiro,2023-07-03,101.85,82.44,60.12,30.69,4.72,128.69,22.7,55.85,10.22,Unhealthy
Rio de Janeiro,2023-07-04,75.97,27.96,80.25,26.94,4.51,147.98,-5.26,60.71,10.33,Moderate
